-10	0	15	49.75062189439555
-9.75	3.712389462663802	14.758078457238152	51.03187107755455
-9.5	7.377444332275067	14.607292959951865	52.36012273136793
-9.25	11.014899390083531	14.52726423673688	53.71561544509548
-9	14.640229666134827	14.502836366172275	55.08284464317809
-8.75	18.26566490699078	14.52236303938406	56.449547708487884
-8.5	21.90089513394631	14.576662095288638	57.805997944494464
-8.25	25.553580197550556	14.658349436332	59.144494455962786
-8	29.229730436672853	14.76139799394751	60.4589808218344
-7.75	32.93399969662379	14.880835354938572	61.74475128315675
-7.5	36.669916861154384	15.012529668461298	62.99821826279173
-7.25	40.44007294299037	15.153033373795255	64.21672413624852
-7	44.24627511405493	15.2994657414722	65.3983858266177
-6.75	48.08967544012529	15.449422038390907	66.54196439998425
-6.5	51.97087972123537	15.60090131804387	67.64675418384988
-6.25	55.890040264408626	15.75224748733975	68.71248748266096
-6	59.846935349612636	15.902100019324422	69.73925199889626
-5.75	63.841037419452306	16.04935181547264	70.72741875572581
-5.5	67.87157151665036	16.1931124779968	71.67757876460226
-5.25	71.93756513690376	16.33267575616609	72.5904869550563
-5	76.03789040742832	16.4674902575535	73.46701202460777
-4.75	80.17129930696662	16.597132712803386	74.3080908943489
-4.5	84.33645248363133	16.721283179006395	75.11468637313645
-4.25	88.53194208001051	16.839701575538633	75.88774642427327
-4	92.75630881942998	16.95220486713578	76.62816305248172
-3.75	97.00805342028717	17.058644025971002	77.3367282093878
-3.5	101.28564215775012	17.158879579063278	78.01408311904859
-3.25	105.58750604156754	17.252754005356884	78.66065582251315
-3	109.91203255875993	17.340058354060293	79.27657914039818
-2.75	114.25754813069827	17.420488972842616	79.86157698090219
-2.5	118.62228816847956	17.493587734498817	80.41479981368418
-2.25	123.00434955399851	17.55865487457142	80.93457819375635
-2	127.40161695828894	17.61461617135927	81.41804315421211
-1.75	131.81164864422772	17.659813514182765	81.8605291703991
-1.5	136.23149763060556	17.691666867111998	82.25462418073448
-1.25	140.65742787234933	17.706124698931394	82.58866683085961
-1	145.0844603008438	17.696792044417705	82.84447188729072
-0.75	149.5056552473605	17.65367939735896	82.9943447526395
-0.5	153.91104604503883	17.561944497447712	82.99878401121168
-0.25	158.28633558328735	17.4024453614551	82.80978238469058
0	162.61217412435457	17.15809394177003	82.38782587564543
0.25	166.86592835785973	16.826936156662892	81.7301896101182
0.5	171.02700373445018	16.42946953082791	80.88282632180034
0.75	175.0823175789594	15.998236015953628	79.91768242104061
1	179.02742549668457	15.562074299104971	78.90150669144995
1.25	182.8641112139249	15.139617083467602	77.88198348928404
1.5	186.59755948012534	14.74049442535778	76.88856233121467
1.75	190.23442405961717	14.368502173619834	75.93775375500965
2	193.78174285486543	14.024179422940575	75.0379172576356
2.25	197.24638799662046	13.706430944433805	74.1925397511344
2.5	200.63481477246293	13.41344470482387	73.40227320970084
2.75	203.95296891346462	13.143180129680012	72.66615619813584
3	207.20627438235795	12.893614192319909	71.98233731680017
3.25	210.3996596838793	12.662855903370685	71.34850218020142
3.5	213.53760045989574	12.449191128915885	70.76212481690297
3.75	216.6241668461841	12.251091620697494	70.22061478349087
4	219.66306984613078	12.06720657017709	69.72140202578089
4.25	222.65770407244372	11.896346472395852	69.26198443184006
4.5	225.6111858460159	11.737464439022226	68.83995301075188
4.75	228.5263864863393	11.589637573179358	68.45300371497618
5	231.40596104264588	11.452049650275196	68.0989413893902
5.25	234.25237289758297	11.323975615470692	67.77567919437712
5.5	237.06791473470412	11.204768023448954	67.48123554654853
5.75	239.85472635733063	11.0938453525225	67.21372981784751
6	242.6148098122833	10.990682035911934	66.97137753622562
6.25	245.35004222542523	10.894800019998263	66.75248552164436
6.5	248.06218670634271	10.805761655674948	66.55544719874254
6.75	250.75290163161335	10.723163739744427	66.37873820849617
7	253.42374857218607	10.646632540464275	66.22091236848655
7.25	256.0761990912512	10.575819660468154	66.08059798798763
7.5	258.7116406046938	10.510398609102081	65.95649451925232
7.75	261.3313814665237	10.450061973643752	65.84736951325687
8	263.93665541612495	10.394519094477497	65.75205584238233
8.25	266.52862550227724	10.34349416299221	65.66944915123611
8.5	269.1083875801995	10.296724672841872	65.59850549824125
8.75	271.6769734619125	10.25396016542585	65.53823915356617
9	274.2353537866198	10.214961219203794	65.48772052269311
9.25	276.78444066623035	10.179498639952232	65.44607416894866
9.5	279.32509015129136	10.147352815477452	65.41247691235162
9.75	281.85810455422416	10.118313203782732	65.38615598599421
10	284.3842346596431	10.092177928387363	65.36638723475244
